,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,contig_1,46185,46186,1,55.0,55.0,88.0,-5.364369511848953,-5.364369511848953,-0.6780719051126377
1,contig_1,47002,47003,1,63.0,63.0,88.0,-4.080190680609376,-4.080190680609376,-0.4821516951373807
2,contig_1,48980,49168,188,63.77127659574468,64.0,86.3936170212766,-3.76561061581791,-4.173517630554112,-0.43801796450998554
3,contig_1,114935,115175,240,59.520833333333336,61.0,78.0,-3.4137485147176845,-4.413583261796575,-0.3900793986470325
4,contig_1,140736,140737,1,59.0,59.0,82.0,-4.029293348883418,-4.029293348883418,-0.4749089552562425
5,contig_1,170896,172189,1293,61.84996133023975,66.0,81.0,-3.4067962409903854,-4.426998235342287,-0.38914921479543596
6,contig_1,352742,352771,29,95.0,95.0,73.0,4.190008950027693,4.190008950027694,0.3800310494509307
7,contig_1,354856,356020,1164,93.4733676975945,96.0,73.0,3.8945958302442345,4.383515349255573,0.35665890888247515
8,contig_1,394379,397125,2746,55.116168973051714,60.0,72.6456664238893,-3.4767807102886934,-5.1681755237429075,-0.3984011261015351
9,contig_1,512580,512581,1,51.0,51.0,77.0,-4.836938920446984,-4.836938920446984,-0.5943611987234058
10,contig_1,534563,534564,1,49.0,49.0,78.0,-5.319093976132174,-5.319093976132174,-0.6706923747470401
11,contig_1,586326,586327,1,41.0,41.0,58.0,-4.207501513016749,-4.207501513016749,-0.5004289905094885
12,contig_1,606661,606662,1,44.0,44.0,62.0,-4.168219068234669,-4.168219068234669,-0.4947646917495779
13,contig_1,636198,637307,1109,66.70153291253382,68.0,85.3210099188458,-3.1492042732921806,-4.502028494359586,-0.3551811251916119
14,contig_1,695600,697177,1577,55.12365250475587,58.0,73.0,-3.5263194681367493,-5.098298212910616,-0.40522497950783787
15,contig_1,735427,735967,540,61.8,65.0,80.18518518518519,-3.305584079869476,-4.481496565371744,-0.3757288744336066
16,contig_1,778361,782420,4059,51.65558019216556,58.0,73.0,-4.197413653608011,-6.065830209050024,-0.4989722566116582
17,contig_1,833212,833507,295,47.11186440677966,48.0,63.0,-3.629596616532584,-4.10312244545294,-0.41926140220655084
18,contig_1,851110,851111,1,45.0,45.0,71.0,-5.240021209528219,-5.240021209528219,-0.6578940231750072
19,contig_1,851163,851164,1,49.0,49.0,71.0,-4.444192074675525,-4.444192074675525,-0.5350372753894739
20,contig_1,866390,867566,1176,51.269557823129254,53.0,64.0,-2.8769725816486025,-4.922933038610349,-0.3199694499194523
21,contig_1,952040,953306,1266,43.5955766192733,48.0,59.300947867298575,-3.8102244061629613,-4.8555952715061546,-0.44387340416943133
22,contig_1,973492,973493,1,39.0,39.0,58.0,-4.694603828314519,-4.694603828314519,-0.5725787762653237
23,contig_1,1057431,1058433,1002,46.492015968063875,48.0,60.38822355289421,-3.3168145571920795,-4.467023238380315,-0.37728424890945483
24,contig_1,1070121,1070122,1,46.0,46.0,64.0,-4.04006009213314,-4.04006009213314,-0.4764380439429871
25,contig_1,1138255,1138256,1,41.0,41.0,58.0,-4.207501513016749,-4.207501513016749,-0.5004289905094885
26,contig_1,1138654,1142494,3840,43.72473958333333,48.0,57.72604166666667,-3.4951544346499515,-4.775787547530815,-0.4007725099314834
27,contig_1,1153826,1153827,1,41.0,41.0,65.0,-5.28287354755875,-5.28287354755875,-0.6648158084103709
28,contig_1,1213100,1213101,1,53.0,53.0,74.0,-4.075852238611946,-4.075852238611946,-0.4815329110657506
29,contig_1,1234280,1234281,1,49.0,49.0,69.0,-4.161615063024929,-4.161615063024929,-0.49381461266296073
30,contig_1,1362577,1362578,1,61.0,61.0,87.0,-4.288685232233043,-4.288685232233043,-0.5122061582858419
31,contig_1,1369682,1369963,281,104.84341637010677,107.0,81.0,4.091032564991402,4.467129225465153,0.3722424573049583
32,contig_1,1509443,1512112,2669,59.13076058448857,64.0,82.15249156987636,-4.025281714216948,-5.0027107144968435,-0.4743954965017334
33,contig_1,1538352,1540770,2418,42.59387923904053,49.0,58.0,-3.819310379195903,-5.4252573012611744,-0.44540677086698494
34,contig_1,1604706,1604707,1,64.0,64.0,89.0,-4.035100131759672,-4.035100131759672,-0.4757334309663978
35,contig_1,1647742,1647743,1,42.0,42.0,69.0,-5.59468419353866,-5.59468419353866,-0.7162070339994087
36,contig_1,1649214,1649215,1,49.0,49.0,69.0,-4.161615063024929,-4.161615063024929,-0.49381461266296073
37,contig_1,1705945,1705946,1,52.0,52.0,75.0,-4.399095090367204,-4.399095090367204,-0.5283789723547887
38,contig_1,1860808,1860809,1,76.0,76.0,106.0,-4.065047062316458,-4.065047062316458,-0.47999294111961377
39,contig_1,1918982,1922807,3825,44.49490196078431,48.0,61.0,-3.8892707281404686,-5.393316165831812,-0.45516919507348513
40,contig_1,1976986,1983972,6986,27.343544231319783,35.0,48.0,-6.146140489075981,-9.190152279916857,-0.8118341506897943
41,contig_1,2059215,2060803,1588,157.13035264483628,162.0,120.0,4.303719346118892,4.876956667286673,0.3889274850498921
42,contig_1,2061220,2061402,182,155.96153846153845,158.0,120.0,4.166130756533227,4.40609109583216,0.3781558853550245
43,contig_1,2061403,2061630,227,156.15859030837004,157.0,120.0,4.1893269891493565,4.288374702968532,0.37997752858651174
