,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,contig_1,52203,52204,1,87.0,87.0,122.0,-4.614173570638699,-4.614173570638699,-0.48779384171415796
1,contig_1,53020,53021,1,91.0,91.0,122.0,-4.0961396102767935,-4.0961396102767935,-0.42294269736418993
2,contig_1,54998,55186,188,91.95744680851064,93.0,122.0,-3.9721421197646363,-4.22564810036727,-0.4078428323810163
3,contig_1,118995,118996,1,82.0,82.0,111.0,-4.209313696211715,-4.209313696211715,-0.43686386173202224
4,contig_1,120953,121202,249,84.88353413654619,87.0,110.0,-3.6890224137170935,-4.534113776764587,-0.3739468943459129
5,contig_1,145671,147029,1358,90.52356406480118,94.0,111.80780559646539,-3.087333662751409,-4.835369487341903,-0.3046556178624296
6,contig_1,173827,173828,1,82.0,82.0,110.0,-4.103203709736274,-4.103203709736274,-0.4238077089065759
7,contig_1,403112,403113,1,71.0,71.0,99.0,-4.550073408876747,-4.550073408876747,-0.4796095005749276
8,contig_1,540549,540582,33,77.39393939393939,78.0,100.0,-3.6531420841733704,-5.611388944335367,-0.36970749943045433
9,contig_1,612679,612680,1,64.0,64.0,89.0,-4.519588718325431,-4.519588718325431,-0.4757334309663978
10,contig_1,701927,703171,1244,79.12138263665595,82.0,99.0,-3.253930617645641,-5.028862372241538,-0.32336088795242746
11,contig_1,785140,788438,3298,75.59824135839904,83.0,100.0,-3.9368630164877176,-5.769389302245748,-0.4035754214598958
12,contig_1,839230,839525,295,65.53898305084746,67.0,86.0,-3.8405020002353716,-4.490688731250106,-0.3919833726356463
13,contig_1,857128,857129,1,71.0,71.0,99.0,-4.550073408876747,-4.550073408876747,-0.4796095005749276
14,contig_1,857181,857182,1,74.0,74.0,99.0,-4.071284445511955,-4.071284445511955,-0.41990325445065974
15,contig_1,872408,873584,1176,80.50765306122449,83.0,96.0,-2.6311642937202864,-4.031385365231556,-0.25390847343040285
16,contig_1,956901,956902,1,59.0,59.0,80.0,-4.228885812619532,-4.228885812619532,-0.439285045525521
17,contig_1,958072,958073,1,60.0,60.0,80.0,-4.031385365231556,-4.031385365231556,-0.4150374992788438
18,contig_1,977650,977651,1,57.0,57.0,76.0,-4.031385365231556,-4.031385365231556,-0.4150374992788438
19,contig_1,1022471,1022563,92,95.17391304347827,96.0,75.0,4.168604224291265,4.342633604018644,0.3436755926280525
20,contig_1,1063261,1063754,493,64.2657200811359,67.0,82.0,-3.4984771180371643,-4.705777136800257,-0.3515745136487416
21,contig_1,1076139,1076540,401,67.48628428927681,72.0,83.0,-3.0345964594168073,-4.269337711482129,-0.29851701353300514
22,contig_1,1092322,1092323,1,66.0,66.0,88.0,-4.031385365231556,-4.031385365231556,-0.4150374992788438
23,contig_1,1105182,1105183,1,64.0,64.0,91.0,-4.769299124703116,-4.769299124703116,-0.5077946401986961
24,contig_1,1156595,1156596,1,63.0,63.0,84.0,-4.031385365231556,-4.031385365231556,-0.4150374992788438
25,contig_1,1157930,1157931,1,64.0,64.0,86.0,-4.123246038435266,-4.123246038435266,-0.42626475470209796
26,contig_1,1158756,1160201,1445,72.73148788927335,77.0,88.03529411764706,-2.8278284684223065,-5.647298116587727,-0.27550193851793253
27,contig_1,1219118,1223184,4066,85.63698967043777,91.0,104.64043285784555,-2.951490593693959,-4.85119854306844,-0.28913442603767336
28,contig_1,1240298,1240299,1,67.0,67.0,98.0,-5.0793469228004104,-5.0793469228004104,-0.5486206536574358
29,contig_1,1247099,1247867,768,109.08072916666667,111.0,87.0,3.928696124200988,4.277254145572971,0.3263089432377029
30,contig_1,1248727,1249667,940,109.12021276595745,112.0,87.0,3.935866725142981,4.45886375236651,0.3268310564147628
31,contig_1,1255735,1256047,312,80.32692307692308,82.0,102.94871794871794,-3.5533360852072,-4.683328589619051,-0.3579703435207279
32,contig_1,1258070,1258071,1,76.0,76.0,103.0,-4.223133372404348,-4.223133372404348,-0.43857301373963287
33,contig_1,1368595,1371786,3191,88.9815104982764,93.0,115.50987151363209,-3.708332926154324,-5.2548394640951255,-0.3764386559432939
34,contig_1,1397073,1397074,1,71.0,71.0,95.0,-4.0729644067869195,-4.0729644067869195,-0.4201084888262658
35,contig_1,1516841,1518130,1289,90.88518231186967,95.0,115.25368502715283,-3.422964536611156,-4.377877378192918,-0.34269587355709513
36,contig_1,1538547,1538548,1,58.0,58.0,80.0,-4.426386260007509,-4.426386260007509,-0.46394709975979026
37,contig_1,1544707,1545056,349,59.54727793696275,60.0,79.0,-3.971929643156903,-4.681386837647681,-0.40781709308620634
38,contig_1,1610724,1610725,1,89.0,89.0,123.0,-4.4488659857264645,-4.4488659857264645,-0.466781074372842
39,contig_1,1653760,1658225,4465,68.92877939529676,77.0,91.0,-3.9135310933644356,-6.33194002711348,-0.40076007730339686
40,contig_1,1866826,1866827,1,97.0,97.0,141.0,-5.011884040207326,-5.011884040207326,-0.5396385102116659
41,contig_1,1924984,1929055,4071,61.90370916236797,66.0,85.0,-4.374579027763931,-5.65785963783842,-0.45743698544837746
42,contig_1,1931421,1931422,1,62.0,62.0,85.0,-4.3566802197529295,-4.3566802197529295,-0.45519462575082664
43,contig_1,1982872,1989964,7092,41.31190073322053,52.0,67.0,-6.139180713275842,-9.27841217643451,-0.6976036564050033
44,contig_1,2013718,2013719,1,113.0,113.0,162.0,-4.860399588835407,-4.860399588835407,-0.519671040469437
