,chr,start,end,size,mean_cov,max_cov,mean_rm,mean_zscore,max_zscore,log2_ratio
0,contig_2,1747,1748,1,31.0,31.0,36.0,-6.793544821182558,-6.793544821182558,-0.21572869105543707
1,contig_2,1918,1919,1,32.0,32.0,37.0,-6.603235152014323,-6.603235152014323,-0.2094533656289497
2,contig_2,2540,2541,1,34.0,34.0,38.0,-5.0887708373702605,-5.0887708373702605,-0.1604646721932461
3,contig_2,3327,3328,1,36.0,36.0,40.0,-4.821936648599639,-4.821936648599639,-0.15200309344504995
4,contig_2,3990,3991,1,36.0,36.0,41.0,-5.934830460301497,-5.934830460301497,-0.18762700317577133
5,contig_2,4827,4828,1,36.0,36.0,41.0,-5.934830460301497,-5.934830460301497,-0.18762700317577133
6,contig_2,4867,4868,1,33.0,33.0,41.0,-9.644476499307688,-9.644476499307688,-0.3131578852596302
7,contig_2,5753,5874,121,46.83471074380165,47.0,43.0,4.769170305333705,4.964052088406616,0.12324149513283335
8,contig_2,5874,5875,1,39.0,39.0,43.0,-4.468226212322308,-4.468226212322308,-0.14086253583984967
9,contig_2,5875,6550,675,47.13333333333333,48.0,43.0,5.121256726752098,6.143086875997734,0.1324110544987825
10,contig_2,6818,6819,1,36.0,36.0,43.0,-8.00533057509565,-8.00533057509565,-0.2563397532597855
11,contig_2,7236,7515,279,41.11827956989247,42.0,44.0,-3.0725164100028133,-7.8177568588879724,-0.09772362176458017
12,contig_2,7763,7764,1,39.0,39.0,43.0,-4.468226212322308,-4.468226212322308,-0.14086253583984967
13,contig_2,8548,8768,220,45.04545454545455,46.0,41.0,5.250314414883846,6.430656336385817,0.13575762393110719
14,contig_2,10966,10967,1,33.0,33.0,37.0,-5.233005534003029,-5.233005534003029,-0.16505924627049634
